make_wall, id=0, a_x=8.280607223510742, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=4.980607986450195, b_y=-6.588860988616943, b_z=-1.5314079523086548, height=3.84, thickness=0.0
make_bbox, id=3019, class=picture_frame, position_x=0.38060760498046875, position_y=-2.738861083984375, position_z=0.668592095375061, angle_z=-0.74613, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3020, class=picture_frame, position_x=0.8306074142456055, position_y=-2.5888609886169434, position_z=-0.8814079761505127, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3021, class=sofa, position_x=0.7306079864501953, position_y=-2.1888608932495117, position_z=-1.1814079284667969, angle_z=-0.74613, scale_x=0.8125, scale_y=0.78125, scale_z=0.59375
make_bbox, id=3022, class=fan, position_x=3.680607795715332, position_y=-2.03886079788208, position_z=-1.3314080238342285, angle_z=-2.31693, scale_x=1.6875, scale_y=1.6875, scale_z=0.375
make_bbox, id=3023, class=picture_frame, position_x=0.4806079864501953, position_y=-1.9388608932495117, position_z=2.318592071533203, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3024, class=fan, position_x=2.930607795715332, position_y=-1.488861083984375, position_z=-1.3314080238342285, angle_z=-2.31693, scale_x=1.6875, scale_y=1.6875, scale_z=0.375
make_bbox, id=3025, class=bed, position_x=-0.11939239501953125, position_y=-0.8888607025146484, position_z=-0.7814080119132996, angle_z=-0.74613, scale_x=2.375, scale_y=0.125, scale_z=1.40625
make_bbox, id=3026, class=picture_frame, position_x=0.38060760498046875, position_y=-0.7888612747192383, position_z=1.8185919523239136, angle_z=-2.31693, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3027, class=picture_frame, position_x=-0.569392204284668, position_y=-0.6888608932495117, position_z=1.5185920000076294, angle_z=-2.31693, scale_x=0.625, scale_y=0.03125, scale_z=0.90625
make_bbox, id=3028, class=floor_mat, position_x=1.6306076049804688, position_y=-0.5388612747192383, position_z=-1.4814079999923706, angle_z=-0.74613, scale_x=0.75, scale_y=0.5, scale_z=0.03125
make_bbox, id=3029, class=picture_frame, position_x=-0.6193923950195312, position_y=-0.488861083984375, position_z=1.2685920000076294, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3030, class=chair, position_x=-0.8693923950195312, position_y=-0.488861083984375, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.5, scale_y=0.5625, scale_z=0.84375
make_bbox, id=3031, class=picture_frame, position_x=-0.819392204284668, position_y=-0.4388608932495117, position_z=-1.0314080715179443, angle_z=-0.74613, scale_x=0.40625, scale_y=0.03125, scale_z=0.40625
make_bbox, id=3032, class=picture_frame, position_x=-1.4193925857543945, position_y=-0.4388608932495117, position_z=1.3185919523239136, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3033, class=picture_frame, position_x=-1.4693922996520996, position_y=-0.4388608932495117, position_z=2.318592071533203, angle_z=-2.31693, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3034, class=picture_frame, position_x=-0.819392204284668, position_y=-0.4388608932495117, position_z=0.7685920000076294, angle_z=-2.31693, scale_x=0.90625, scale_y=0.03125, scale_z=0.59375
make_bbox, id=3035, class=picture_frame, position_x=-1.519392490386963, position_y=-0.38886070251464844, position_z=2.1685919761657715, angle_z=-2.31693, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3036, class=picture_frame, position_x=-1.9693922996520996, position_y=-0.33886051177978516, position_z=2.2185921669006348, angle_z=-0.74613, scale_x=0.625, scale_y=0.03125, scale_z=0.625
make_bbox, id=3037, class=picture_frame, position_x=-2.1193923950195312, position_y=-0.33886051177978516, position_z=0.06859195232391357, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3038, class=picture_frame, position_x=-0.9193925857543945, position_y=-0.2888612747192383, position_z=0.7185920476913452, angle_z=-2.31693, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3039, class=picture_frame, position_x=-0.41939258575439453, position_y=-0.238861083984375, position_z=1.168592095375061, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3040, class=mirror, position_x=-1.1193923950195312, position_y=-0.238861083984375, position_z=-0.7314079999923706, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.46875
make_bbox, id=3041, class=mirror, position_x=-0.9193925857543945, position_y=-0.238861083984375, position_z=2.7185916900634766, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.46875
make_bbox, id=3042, class=picture_frame, position_x=-0.9693922996520996, position_y=-0.18886089324951172, position_z=1.418592095375061, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3043, class=mirror, position_x=-1.569392204284668, position_y=-0.18886089324951172, position_z=1.8685919046401978, angle_z=-0.74613, scale_x=0.59375, scale_y=0.03125, scale_z=0.90625
make_bbox, id=3044, class=picture_frame, position_x=-1.819392204284668, position_y=-0.18886089324951172, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.40625, scale_y=0.03125, scale_z=0.40625
make_bbox, id=3045, class=mirror, position_x=-1.9193925857543945, position_y=-0.18886089324951172, position_z=-0.9814079999923706, angle_z=-0.74613, scale_x=0.46875, scale_y=0.0625, scale_z=0.8125
make_bbox, id=3046, class=mirror, position_x=1.2306079864501953, position_y=-0.13886070251464844, position_z=1.668592095375061, angle_z=-0.74613, scale_x=0.59375, scale_y=0.03125, scale_z=0.90625
make_bbox, id=3047, class=picture_frame, position_x=-1.769392490386963, position_y=-0.08886051177978516, position_z=2.4185919761657715, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3048, class=mirror, position_x=-2.069392204284668, position_y=-0.08886051177978516, position_z=2.068592071533203, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.46875
make_bbox, id=3049, class=picture_frame, position_x=1.2806072235107422, position_y=-0.08886051177978516, position_z=-0.2814079523086548, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3050, class=picture_frame, position_x=-1.769392490386963, position_y=-0.08886051177978516, position_z=1.8685919046401978, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3051, class=picture_frame, position_x=0.5306072235107422, position_y=-0.03886127471923828, position_z=-0.4314080476760864, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3052, class=picture_frame, position_x=-2.019392490386963, position_y=0.011138916015625, position_z=-0.8314080238342285, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3053, class=picture_frame, position_x=-1.1193923950195312, position_y=0.011138916015625, position_z=2.4685916900634766, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3054, class=picture_frame, position_x=-1.9193925857543945, position_y=0.011138916015625, position_z=2.368591785430908, angle_z=-0.74613, scale_x=0.90625, scale_y=0.03125, scale_z=0.59375
make_bbox, id=3055, class=picture_frame, position_x=-1.9693922996520996, position_y=0.06113910675048828, position_z=0.7685920000076294, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3056, class=picture_frame, position_x=1.2306079864501953, position_y=0.06113910675048828, position_z=2.118591785430908, angle_z=-2.31693, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3057, class=mirror, position_x=-1.4693922996520996, position_y=0.16113948822021484, position_z=2.2185921669006348, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.46875
make_bbox, id=3058, class=lamp, position_x=-1.8693923950195312, position_y=0.16113948822021484, position_z=-1.3314080238342285, angle_z=-2.31693, scale_x=0.15625, scale_y=0.1875, scale_z=0.34375
make_bbox, id=3059, class=picture_frame, position_x=-1.519392490386963, position_y=0.16113948822021484, position_z=2.318592071533203, angle_z=-2.31693, scale_x=0.90625, scale_y=0.03125, scale_z=0.625
make_bbox, id=3060, class=picture_frame, position_x=-2.069392204284668, position_y=0.21113872528076172, position_z=-0.031407952308654785, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3061, class=lamp, position_x=-1.819392204284668, position_y=0.21113872528076172, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.21875, scale_y=0.21875, scale_z=0.46875
make_bbox, id=3062, class=picture_frame, position_x=-1.4693922996520996, position_y=0.21113872528076172, position_z=-0.5314079523086548, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3063, class=picture_frame, position_x=-2.019392490386963, position_y=0.261138916015625, position_z=2.368591785430908, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3064, class=lamp, position_x=-1.819392204284668, position_y=0.3111391067504883, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.21875, scale_y=0.21875, scale_z=0.46875
make_bbox, id=3065, class=picture_frame, position_x=0.8306074142456055, position_y=0.36113929748535156, position_z=2.4185919761657715, angle_z=-2.31693, scale_x=0.90625, scale_y=0.03125, scale_z=0.59375
make_bbox, id=3066, class=lamp, position_x=-1.769392490386963, position_y=0.41113948822021484, position_z=-1.2314079999923706, angle_z=-2.31693, scale_x=0.21875, scale_y=0.21875, scale_z=0.5
make_bbox, id=3067, class=picture_frame, position_x=1.180607795715332, position_y=0.4611387252807617, position_z=2.1685919761657715, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3068, class=lamp, position_x=-1.819392204284668, position_y=0.5611391067504883, position_z=-1.3314080238342285, angle_z=-2.31693, scale_x=0.15625, scale_y=0.1875, scale_z=0.34375
make_bbox, id=3069, class=picture_frame, position_x=1.2306079864501953, position_y=0.6111392974853516, position_z=2.368591785430908, angle_z=-2.31693, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3070, class=picture_frame, position_x=-2.9693922996520996, position_y=0.6111392974853516, position_z=-0.2314079999923706, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3071, class=picture_frame, position_x=1.2806072235107422, position_y=0.6611394882202148, position_z=-0.18140804767608643, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3072, class=picture_frame, position_x=0.7806072235107422, position_y=0.6611394882202148, position_z=1.918592095375061, angle_z=-2.31693, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3073, class=mirror, position_x=-2.569392204284668, position_y=0.6611394882202148, position_z=2.068592071533203, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.46875
make_bbox, id=3074, class=picture_frame, position_x=-2.6693925857543945, position_y=0.7111387252807617, position_z=1.3685919046401978, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3075, class=picture_frame, position_x=1.1306076049804688, position_y=0.7111387252807617, position_z=-0.2314079999923706, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3076, class=picture_frame, position_x=-3.069392204284668, position_y=0.761138916015625, position_z=1.4685920476913452, angle_z=-2.31693, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3077, class=picture_frame, position_x=-2.9193925857543945, position_y=0.8111391067504883, position_z=1.8685919046401978, angle_z=-0.74613, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3078, class=picture_frame, position_x=0.680607795715332, position_y=0.8111391067504883, position_z=1.3685919046401978, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3079, class=picture_frame, position_x=-2.819392204284668, position_y=0.8611392974853516, position_z=1.3185919523239136, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3080, class=picture_frame, position_x=-2.819392204284668, position_y=0.9111394882202148, position_z=-0.9814079999923706, angle_z=-2.31693, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3081, class=picture_frame, position_x=-1.8693923950195312, position_y=0.9611387252807617, position_z=2.4185919761657715, angle_z=-2.31693, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3082, class=picture_frame, position_x=-2.319392204284668, position_y=0.9611387252807617, position_z=-0.9814079999923706, angle_z=-2.31693, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3083, class=floor_mat, position_x=-0.5193924903869629, position_y=1.261138916015625, position_z=-1.4814079999923706, angle_z=-0.74613, scale_x=2.4375, scale_y=1.53125, scale_z=0.03125
make_bbox, id=3084, class=picture_frame, position_x=-3.519392490386963, position_y=1.4611387252807617, position_z=1.668592095375061, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3085, class=picture_frame, position_x=-4.4693922996521, position_y=1.511138916015625, position_z=2.318592071533203, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3086, class=picture_frame, position_x=-4.319392204284668, position_y=1.5611391067504883, position_z=2.118591785430908, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3087, class=picture_frame, position_x=-4.619392395019531, position_y=1.5611391067504883, position_z=1.2185920476913452, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3088, class=picture_frame, position_x=-4.319392204284668, position_y=1.5611391067504883, position_z=-0.5814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3089, class=picture_frame, position_x=-4.519392490386963, position_y=1.5611391067504883, position_z=1.0185920000076294, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3090, class=lamp, position_x=0.33060741424560547, position_y=1.6111392974853516, position_z=-1.3814079761505127, angle_z=-2.31693, scale_x=0.375, scale_y=0.28125, scale_z=0.25
make_bbox, id=3091, class=picture_frame, position_x=-3.7193922996520996, position_y=1.6111392974853516, position_z=-0.08140802383422852, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3092, class=picture_frame, position_x=-3.819392204284668, position_y=1.6611394882202148, position_z=-0.7314079999923706, angle_z=-0.74613, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3093, class=picture_frame, position_x=-4.1693925857543945, position_y=1.6611394882202148, position_z=1.418592095375061, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3094, class=sofa, position_x=-2.4193925857543945, position_y=1.7111387252807617, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=1.4375, scale_y=0.78125, scale_z=0.90625
make_bbox, id=3095, class=lamp, position_x=-3.6193923950195312, position_y=1.761138916015625, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.21875, scale_y=0.21875, scale_z=0.46875
make_bbox, id=3096, class=picture_frame, position_x=-4.4693922996521, position_y=1.761138916015625, position_z=0.8685919046401978, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3097, class=picture_frame, position_x=-4.569392204284668, position_y=1.761138916015625, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3098, class=lamp, position_x=-3.569392204284668, position_y=1.8111391067504883, position_z=-1.3814079761505127, angle_z=-2.31693, scale_x=0.125, scale_y=0.1875, scale_z=0.25
make_bbox, id=3099, class=picture_frame, position_x=-4.1693925857543945, position_y=1.8611392974853516, position_z=-0.9314079880714417, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3100, class=lamp, position_x=-0.41939258575439453, position_y=1.9111394882202148, position_z=-1.4314079284667969, angle_z=-2.31693, scale_x=0.34375, scale_y=0.34375, scale_z=0.1875
make_bbox, id=3101, class=picture_frame, position_x=-4.4693922996521, position_y=1.9611387252807617, position_z=-0.2814079523086548, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3102, class=picture_frame, position_x=-4.1693925857543945, position_y=2.011138916015625, position_z=0.668592095375061, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3103, class=flower_pot, position_x=-3.4693922996520996, position_y=2.011138916015625, position_z=-1.4314079284667969, angle_z=-2.31693, scale_x=0.21875, scale_y=0.21875, scale_z=0.1875
make_bbox, id=3104, class=picture_frame, position_x=-4.4693922996521, position_y=2.1111392974853516, position_z=-0.6814080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3105, class=picture_frame, position_x=-4.119392395019531, position_y=2.161139488220215, position_z=2.4685916900634766, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3106, class=picture_frame, position_x=-4.4693922996521, position_y=2.2111387252807617, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3107, class=picture_frame, position_x=-4.2193922996521, position_y=2.261138916015625, position_z=0.8685919046401978, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3108, class=picture_frame, position_x=-4.619392395019531, position_y=2.3111391067504883, position_z=0.918592095375061, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3109, class=picture_frame, position_x=-5.069392204284668, position_y=2.3111391067504883, position_z=1.3685919046401978, angle_z=-0.74613, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3110, class=picture_frame, position_x=-5.2193922996521, position_y=2.3111391067504883, position_z=-0.2314079999923706, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3111, class=picture_frame, position_x=-5.269392490386963, position_y=2.3611392974853516, position_z=-1.1314079761505127, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3112, class=picture_frame, position_x=-5.069392204284668, position_y=2.411139488220215, position_z=0.5685919523239136, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3113, class=lamp, position_x=-3.9193925857543945, position_y=2.4611387252807617, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=0.375, scale_y=0.28125, scale_z=0.25
